Label,Path
12.278,Data/SNR=13.43479027012757_m1=29_m2=22_336.png
19.679,Data/SNR=16.2478045445654_m1=29_m2=19_1256.png
0.0,Data/SNR=10.109084226755154_m1=20_m2=26_1462.png
0.0,Data/SNR=11.634004762750662_m1=29_m2=21_1441.png
19.063,noise/SIgnal_89.png
8.25,Data/SNR=13.140140110404783_m1=12_m2=15_979.png
12.378,Data/SNR=9.451581120413959_m1=26_m2=11_590.png
15.784,noise/Signal_1015.png
6.199,noise/SIgnal_10.png
9.412,Data/SNR=11.959868000729285_m1=13_m2=29_1374.png
0.0,Data/SNR=9.678171674923552_m1=10_m2=24_377.png
13.45,Data/SNR=18.523150040658752_m1=22_m2=18_952.png
5.883,noise/Signal_877.png
16.281,Data/SNR=12.303736792759016_m1=19_m2=24_1414.png
10.988,Data/SNR=15.751848429846005_m1=28_m2=22_1235.png
10.373,noise/Signal_1532.png
10.644,Data/SNR=17.691020085877426_m1=21_m2=14_209.png
15.635,noise/Signal_1755.png
18.739,Data/SNR=11.001465109247615_m1=17_m2=21_470.png
15.6,noise/Signal_754.png
14.57,noise/Signal_1564.png
13.177,Data/SNR=19.492132941443593_m1=27_m2=15_1302.png
10.446,Data/SNR=17.733494702312974_m1=22_m2=18_1095.png
18.04,Data/SNR=14.437847813102758_m1=29_m2=28_682.png
13.665,Data/SNR=17.795966336911764_m1=12_m2=10_356.png
33.407,Data/SNR=16.27296289238331_m1=11_m2=10_387.png
9.975,noise/Signal_272.png
0.0,Data/SNR=17.367288537243546_m1=20_m2=13_729.png
0.0,Data/SNR=11.803990426246967_m1=15_m2=14_557.png
12.948,noise/Signal_107.png
22.162,noise/Signal_1237.png
15.16,Data/SNR=6.690063761406097_m1=21_m2=11_1466.png
0.0,Data/SNR=19.694500736371808_m1=19_m2=10_466.png
0.0,Data/SNR=25.59905998879482_m1=18_m2=18_737.png
9.084,Data/SNR=15.76241082357181_m1=21_m2=24_391.png
11.336,Data/SNR=19.613943683000358_m1=15_m2=22_1211.png
11.004,Data/SNR=9.417102009649552_m1=14_m2=27_75.png
8.752,Data/SNR=18.149334068109074_m1=29_m2=26_643.png
18.589,noise/Signal_698.png
5.927,Data/SNR=7.714647086606059_m1=26_m2=12_874.png
8.02,Data/SNR=28.043836540120264_m1=18_m2=18_97.png
18.492,noise/Signal_1117.png
14.949,Data/SNR=8.422509430139845_m1=20_m2=19_1296.png
17.598,Data/SNR=17.841911425452768_m1=17_m2=21_231.png
11.861,Data/SNR=9.811348086966076_m1=11_m2=18_1278.png
10.396,Data/SNR=19.394031178690565_m1=10_m2=19_631.png
0.0,Data/SNR=16.94343335410067_m1=10_m2=10_172.png
0.0,Data/SNR=11.971431546519511_m1=29_m2=12_1132.png
0.0,Data/SNR=6.421631169008889_m1=12_m2=26_999.png
0.0,Data/SNR=8.293564400239807_m1=23_m2=15_22.png
0.0,noise/Signal_320.png
17.207,Data/SNR=33.33245572993453_m1=25_m2=21_49.png
19.169,Data/SNR=7.574388199316529_m1=10_m2=19_738.png
15.333,Data/SNR=14.86869418302589_m1=30_m2=28_490.png
14.726,noise/Signal_1751.png
15.343,Data/SNR=16.845578372899013_m1=27_m2=30_86.png
0.0,Data/SNR=17.91630692719292_m1=10_m2=12_310.png
14.487,noise/Signal_113.png
0.0,Data/SNR=17.664997439475783_m1=17_m2=18_1380.png
0.0,Data/SNR=15.484234561047213_m1=16_m2=28_1347.png
10.423,noise/Signal_1991.png
19.5,Data/SNR=21.147094842194015_m1=12_m2=20_31.png
17.406,Data/SNR=16.980968838386048_m1=10_m2=10_576.png
18.41,noise/Signal_502.png
12.219,noise/Signal_1624.png
0.0,Data/SNR=15.051385431881881_m1=18_m2=29_688.png
9.092,noise/Signal_1209.png
14.997,Data/SNR=15.319603336915767_m1=13_m2=16_1434.png
15.919,Data/SNR=12.281961930314171_m1=26_m2=29_383.png
18.935,Data/SNR=31.645778154878506_m1=22_m2=22_798.png
18.125,Data/SNR=9.75263590244204_m1=15_m2=12_802.png
13.394,Data/SNR=19.436211959652486_m1=19_m2=23_883.png
11.17,Data/SNR=16.1002686073779_m1=12_m2=19_663.png
10.81,Data/SNR=14.935192782924917_m1=12_m2=16_1017.png
12.659,noise/Signal_451.png
9.748,Data/SNR=9.74193499161841_m1=20_m2=15_960.png
18.04,Data/SNR=10.893109418824778_m1=29_m2=23_694.png
7.061,Data/SNR=18.06138143441674_m1=14_m2=30_843.png
9.864,Data/SNR=14.162035168179193_m1=16_m2=21_988.png
0.0,Data/SNR=10.091970484017805_m1=24_m2=26_219.png
0.0,Data/SNR=9.43138438900661_m1=23_m2=15_208.png
0.0,Data/SNR=6.295626800520777_m1=10_m2=15_1331.png
12.65,Data/SNR=15.02518677656583_m1=26_m2=15_394.png
8.302,Data/SNR=10.087845336013837_m1=12_m2=22_497.png
11.001,Data/SNR=10.465695023657654_m1=26_m2=22_80.png
19.72,noise/Signal_1417.png
19.709,Data/SNR=9.778339769908005_m1=21_m2=19_778.png
25.605,Data/SNR=16.980108057136917_m1=22_m2=21_1324.png
7.314,Data/SNR=14.435682303689303_m1=18_m2=24_624.png
11.011,Data/SNR=10.275048141138644_m1=17_m2=21_1303.png
12.428,Data/SNR=7.642801443391736_m1=20_m2=11_989.png
11.129,Data/SNR=19.9659841246293_m1=18_m2=10_143.png
18.084,Data/SNR=11.322691170557492_m1=30_m2=25_183.png
11.545,Data/SNR=19.626006259757563_m1=13_m2=30_800.png
9.216,Data/SNR=9.162977367216147_m1=28_m2=13_1147.png
16.766,Data/SNR=13.451737386983098_m1=14_m2=28_861.png
0.0,Data/SNR=8.056933569147576_m1=11_m2=23_228.png
12.433,noise/Signal_1250.png
19.537,Data/SNR=18.50071936733385_m1=17_m2=10_501.png
16.318,noise/Signal_1010.png
0.0,Data/SNR=13.99830508798115_m1=16_m2=20_358.png
15.616,noise/Signal_880.png
12.054,noise/Signal_799.png
7.085,Data/SNR=10.289673278063955_m1=16_m2=11_464.png
10.953,Data/SNR=19.180752595049935_m1=18_m2=27_124.png
6.832,Data/SNR=16.321677039069442_m1=11_m2=24_410.png
7.033,Data/SNR=13.641070957558407_m1=26_m2=17_307.png
9.225,Data/SNR=6.355627278008233_m1=14_m2=14_1044.png
8.125,Data/SNR=11.702089168589568_m1=23_m2=19_484.png
16.196,noise/Signal_715.png
17.522,Data/SNR=19.113443227179246_m1=10_m2=10_554.png
13.825,noise/Signal_1675.png
14.812,Data/SNR=11.87860110085744_m1=28_m2=23_604.png
17.898,Data/SNR=13.860396608445901_m1=25_m2=20_1079.png
6.08,Data/SNR=25.47025241097929_m1=16_m2=21_72.png
10.732,noise/Signal_1457.png
18.026,Data/SNR=13.404867762443228_m1=29_m2=19_238.png
17.751,Data/SNR=16.844443721005508_m1=22_m2=12_982.png
14.85,noise/Signal_763.png
16.457,Data/SNR=18.54431799851088_m1=30_m2=27_883.png
8.834,Data/SNR=17.202983595467376_m1=11_m2=10_226.png
9.375,noise/Signal_1012.png
0.0,noise/Signal_353.png
0.0,Data/SNR=10.238503270563683_m1=22_m2=21_648.png
5.96,Data/SNR=16.22508392283453_m1=23_m2=10_250.png
30.625,noise/SIgnal_62.png
16.341,noise/SIgnal_58.png
0.0,noise/Signal_710.png
15.102,Data/SNR=13.966095693312365_m1=12_m2=27_1087.png
0.0,Data/SNR=16.42760736074759_m1=21_m2=27_592.png
0.0,noise/Signal_1840.png
0.0,Data/SNR=8.632714282655453_m1=11_m2=14_1020.png
0.0,noise/Signal_620.png
11.702,Data/SNR=22.18601552618726_m1=28_m2=10_748.png
35.843,noise/Signal_275.png
0.0,Data/SNR=14.026628498959774_m1=26_m2=13_1444.png
0.0,Data/SNR=18.16158382699209_m1=23_m2=27_1411.png
9.779,Data/SNR=30.1235724682485_m1=20_m2=22_26.png
0.0,noise/Signal_857.png
10.593,Data/SNR=19.33709840372753_m1=11_m2=11_164.png
19.119,Data/SNR=11.964630780268688_m1=29_m2=28_512.png
14.309,Data/SNR=8.37428750292286_m1=11_m2=27_352.png
17.539,Data/SNR=18.24494861570437_m1=12_m2=15_534.png
10.893,Data/SNR=9.645066764525208_m1=10_m2=28_652.png
24.195,noise/Signal_1619.png
0.0,Data/SNR=12.587795588154378_m1=22_m2=13_681.png
18.477,Data/SNR=19.08610120239704_m1=22_m2=26_1036.png
12.336,Data/SNR=17.313365324563325_m1=29_m2=21_1399.png
16.287,noise/Signal_696.png
0.0,Data/SNR=7.29114094237839_m1=19_m2=10_795.png
7.522,Data/SNR=12.769282133144525_m1=15_m2=22_95.png
12.088,Data/SNR=18.98950109910928_m1=10_m2=13_515.png
15.173,Data/SNR=7.5091442094856165_m1=18_m2=13_667.png
15.872,Data/SNR=15.024286243972234_m1=24_m2=21_631.png
0.0,Data/SNR=17.75662933976373_m1=30_m2=21_1011.png
7.986,Data/SNR=9.741431776026339_m1=29_m2=13_1362.png
0.0,Data/SNR=11.43083541136232_m1=21_m2=25_266.png
17.867,Data/SNR=15.809233254167369_m1=22_m2=28_200.png
16.757,noise/Signal_725.png
16.427,noise/Signal_126.png
11.849,Data/SNR=7.846362945557215_m1=16_m2=15_955.png
15.472,Data/SNR=16.373611971553743_m1=17_m2=11_1186.png
18.582,Data/SNR=10.247958767956618_m1=12_m2=29_408.png
17.499,Data/SNR=10.286250756436644_m1=12_m2=23_1211.png
15.121,Data/SNR=15.36300891926022_m1=27_m2=20_1071.png
0.0,Data/SNR=16.33879471633305_m1=25_m2=13_1072.png
0.0,Data/SNR=9.343048684988874_m1=22_m2=11_1191.png
14.507,noise/Signal_1725.png
17.649,noise/Signal_898.png
8.585,Data/SNR=16.746045839449813_m1=17_m2=13_99.png
18.185,Data/SNR=7.567116962306754_m1=15_m2=10_598.png
13.714,Data/SNR=13.416839689660227_m1=13_m2=25_1175.png
18.591,Data/SNR=6.940137980731658_m1=22_m2=15_445.png
10.503,Data/SNR=22.16436528151891_m1=10_m2=23_888.png
17.802,Data/SNR=13.986503509674618_m1=13_m2=15_1206.png
16.943,noise/Signal_1730.png
0.0,Data/SNR=7.560417755905112_m1=26_m2=11_1314.png
18.743,Data/SNR=11.224591413226735_m1=26_m2=24_279.png
0.0,Data/SNR=16.731014240273943_m1=21_m2=16_541.png
11.195,Data/SNR=15.77413758336373_m1=15_m2=15_1111.png
8.601,noise/Signal_1570.png
8.136,Data/SNR=18.271641392127446_m1=13_m2=25_1481.png
16.009,Data/SNR=15.624627867833196_m1=30_m2=18_1057.png
18.973,Data/SNR=11.946454812363815_m1=19_m2=18_1201.png
13.752,Data/SNR=35.76974293349784_m1=25_m2=28_881.png
9.308,noise/Signal_1716.png
9.68,noise/Signal_587.png
11.726,Data/SNR=13.530008274658341_m1=27_m2=21_1147.png
0.0,Data/SNR=10.662052640588147_m1=24_m2=19_161.png
14.43,Data/SNR=11.977544365461133_m1=14_m2=26_551.png
0.0,Data/SNR=13.31349059504553_m1=29_m2=28_411.png
7.275,Data/SNR=32.4967683665142_m1=26_m2=19_38.png
14.898,Data/SNR=12.496204056844546_m1=23_m2=20_1424.png
14.397,Data/SNR=18.54018000759846_m1=12_m2=10_529.png
7.84,Data/SNR=11.044036393868996_m1=18_m2=21_658.png
17.58,noise/Signal_249.png
16.238,Data/SNR=8.136933219875882_m1=22_m2=14_1192.png
15.485,Data/SNR=19.04676076967722_m1=10_m2=13_153.png
0.0,Data/SNR=14.725055333378497_m1=10_m2=20_1036.png
16.207,Data/SNR=18.1945225309415_m1=13_m2=28_448.png
8.828,Data/SNR=12.696098513772773_m1=14_m2=18_1128.png
0.0,Data/SNR=8.633182899621652_m1=18_m2=10_396.png
0.0,Data/SNR=7.351523708259915_m1=15_m2=26_168.png
18.413,Data/SNR=6.911541118883783_m1=22_m2=11_1307.png
8.15,Data/SNR=11.726199144834577_m1=21_m2=20_1089.png
9.706,Data/SNR=19.592253337611847_m1=18_m2=10_358.png
19.694,Data/SNR=7.861372613995566_m1=16_m2=18_154.png
17.226,Data/SNR=7.314292003976202_m1=10_m2=30_114.png
8.752,noise/Signal_1159.png
10.659,Data/SNR=17.549054108674998_m1=22_m2=12_601.png
18.707,Data/SNR=13.070292553884991_m1=10_m2=10_355.png
13.768,Data/SNR=15.877979895319967_m1=13_m2=19_88.png
8.955,Data/SNR=14.35748863598663_m1=19_m2=11_1214.png
18.868,noise/Signal_692.png
11.759,Data/SNR=13.116136264717177_m1=20_m2=16_931.png
9.171,noise/Signal_1103.png
0.0,Data/SNR=8.6769918921946_m1=16_m2=24_614.png
9.817,Data/SNR=16.905708259014194_m1=15_m2=11_552.png
0.0,Data/SNR=19.408716679660284_m1=19_m2=10_451.png
19.567,Data/SNR=32.65024159632725_m1=20_m2=29_81.png
17.107,Data/SNR=13.46600470455559_m1=30_m2=17_1248.png
25.204,Data/SNR=18.324543415737754_m1=25_m2=14_331.png
12.113,Data/SNR=19.88160931031513_m1=28_m2=13_588.png
19.259,Data/SNR=10.929497471264707_m1=12_m2=26_279.png
10.743,noise/Signal_540.png
12.094,noise/Signal_904.png
0.0,Data/SNR=17.80267029026264_m1=20_m2=17_379.png
0.0,Data/SNR=8.77617777798483_m1=12_m2=24_598.png
27.011,Data/SNR=17.493726612786247_m1=11_m2=12_494.png
12.127,noise/Signal_786.png
13.519,Data/SNR=13.087813419013441_m1=29_m2=21_103.png
7.77,Data/SNR=9.127286584153294_m1=10_m2=26_107.png
18.825,Data/SNR=18.155123312938194_m1=13_m2=10_541.png
14.86,noise/Signal_946.png
11.647,Data/SNR=9.444179082387821_m1=19_m2=17_425.png
21.95,Data/SNR=17.33752910015956_m1=13_m2=29_237.png
12.498,Data/SNR=16.351719731397747_m1=10_m2=11_221.png
0.0,Data/SNR=11.197619316101557_m1=21_m2=11_610.png
0.0,Data/SNR=19.452434713745124_m1=17_m2=19_1459.png
6.965,Data/SNR=18.23487061676789_m1=25_m2=17_669.png
11.82,Data/SNR=10.93300034899016_m1=15_m2=14_319.png
0.0,noise/Signal_1651.png
8.374,Data/SNR=27.267451812035333_m1=17_m2=20_82.png
9.585,Data/SNR=12.38869952462574_m1=22_m2=24_374.png
9.74,noise/Signal_1482.png
19.436,Data/SNR=12.03886859988275_m1=25_m2=14_1355.png
0.0,Data/SNR=8.651824367950631_m1=12_m2=21_1273.png
8.206,Data/SNR=11.964716551296037_m1=14_m2=19_367.png
19.086,Data/SNR=9.912516483042982_m1=14_m2=16_1434.png
16.3,Data/SNR=13.782035407716432_m1=20_m2=29_1208.png
17.712,Data/SNR=12.690409376476929_m1=23_m2=13_804.png
10.247,Data/SNR=9.780400672877374_m1=26_m2=16_1061.png
0.0,Data/SNR=8.243873137040186_m1=20_m2=19_95.png
16.728,Data/SNR=8.787476953095682_m1=11_m2=13_1472.png
9.431,Data/SNR=6.81276273955249_m1=12_m2=12_483.png
11.938,Data/SNR=12.874100461687942_m1=26_m2=28_952.png
7.005,Data/SNR=16.142489562450304_m1=23_m2=15_52.png
5.905,Data/SNR=32.96904685147162_m1=30_m2=20_90.png
11.689,Data/SNR=15.104591912086368_m1=18_m2=29_541.png
15.101,Data/SNR=6.942981833480252_m1=19_m2=10_1325.png
0.0,noise/Signal_1814.png
0.0,Data/SNR=11.573120946351983_m1=16_m2=28_175.png
8.007,Data/SNR=17.024948490828294_m1=19_m2=15_622.png
15.731,Data/SNR=13.261979751112662_m1=27_m2=12_525.png
14.243,Data/SNR=13.413455149792005_m1=14_m2=26_1061.png
0.0,Data/SNR=16.578019551092265_m1=11_m2=21_577.png
8.376,Data/SNR=19.118176015633686_m1=15_m2=24_1154.png
9.714,noise/Signal_1060.png
0.0,Data/SNR=9.659172438608442_m1=26_m2=24_957.png
6.727,Data/SNR=19.07403105011541_m1=12_m2=11_477.png
19.581,Data/SNR=5.332243982934851_m1=10_m2=30_982.png
19.351,noise/Signal_179.png
0.0,noise/Signal_507.png
11.553,Data/SNR=14.194240721296127_m1=22_m2=10_389.png
10.564,Data/SNR=36.96788077021615_m1=30_m2=27_25.png
11.663,noise/Signal_743.png
15.301,Data/SNR=28.81322943867033_m1=22_m2=17_700.png
0.0,Data/SNR=19.672320702541334_m1=25_m2=16_341.png
7.769,Data/SNR=32.71809815329831_m1=26_m2=23_1.png
0.0,Data/SNR=10.058150637192174_m1=10_m2=20_18.png
0.0,noise/Signal_1148.png
0.0,Data/SNR=13.709380563217774_m1=28_m2=22_137.png
9.587,Data/SNR=8.58142102964103_m1=12_m2=24_1120.png
13.371,Data/SNR=19.500305940769213_m1=20_m2=10_449.png
7.789,Data/SNR=20.617329119791336_m1=11_m2=18_89.png
11.432,Data/SNR=8.206383236050652_m1=15_m2=27_557.png
9.538,Data/SNR=6.972021838069428_m1=12_m2=11_86.png
0.0,Data/SNR=35.35227891257678_m1=28_m2=22_857.png
0.0,Data/SNR=18.040755848279478_m1=27_m2=29_647.png
13.987,noise/Signal_1899.png
0.0,Data/SNR=17.241074800110113_m1=12_m2=28_425.png
18.575,Data/SNR=6.3110801251804896_m1=23_m2=10_1421.png
18.085,Data/SNR=8.320247095398845_m1=17_m2=22_743.png
0.0,noise/Signal_734.png
11.582,Data/SNR=7.804593298511269_m1=14_m2=14_753.png
0.0,Data/SNR=8.51385022480303_m1=30_m2=12_1012.png
19.442,Data/SNR=9.080467398030212_m1=17_m2=27_961.png
0.0,Data/SNR=8.422126560205452_m1=14_m2=16_1024.png
11.088,Data/SNR=14.975784923821289_m1=20_m2=21_495.png
13.852,noise/Signal_987.png
19.446,Data/SNR=25.627997538116862_m1=14_m2=23_58.png
6.578,Data/SNR=18.20018601841278_m1=12_m2=25_1356.png
0.0,noise/Signal_1742.png
0.0,Data/SNR=9.147507672196722_m1=24_m2=18_1282.png
17.039,Data/SNR=27.860021192481444_m1=19_m2=20_807.png
8.236,Data/SNR=9.11242651032905_m1=20_m2=20_307.png
9.787,Data/SNR=5.983794015270551_m1=11_m2=11_610.png
27.154,noise/Signal_1702.png
6.675,Data/SNR=12.510202912102832_m1=25_m2=12_1348.png
0.0,Data/SNR=12.935101791504529_m1=26_m2=13_509.png
0.0,noise/Signal_544.png
13.568,Data/SNR=24.663002219983262_m1=27_m2=11_898.png
0.0,Data/SNR=10.747145880921062_m1=20_m2=26_1311.png
15.929,Data/SNR=18.132726232882987_m1=24_m2=27_1126.png
18.132,Data/SNR=8.776538628620305_m1=20_m2=13_249.png
13.717,Data/SNR=11.90355897445428_m1=30_m2=19_1136.png
19.245,Data/SNR=18.994154990618885_m1=11_m2=15_464.png
8.668,Data/SNR=11.399067189941508_m1=13_m2=23_1247.png
18.82,Data/SNR=7.189620317112828_m1=14_m2=26_1495.png
9.57,noise/Signal_135.png
12.365,Data/SNR=16.291580653055664_m1=11_m2=25_684.png
10.177,Data/SNR=14.120121386196992_m1=26_m2=26_764.png
10.144,Data/SNR=12.929093494716588_m1=14_m2=11_921.png
7.232,Data/SNR=16.74798289603503_m1=16_m2=16_1423.png
12.845,Data/SNR=17.661432640497598_m1=19_m2=16_1375.png
19.204,Data/SNR=11.858805087395648_m1=22_m2=24_314.png
0.0,Data/SNR=12.342380289835994_m1=14_m2=19_757.png
12.555,Data/SNR=11.209351220142072_m1=22_m2=16_273.png
19.392,Data/SNR=11.959542665612299_m1=20_m2=28_178.png
6.663,Data/SNR=11.260197447084828_m1=11_m2=21_1450.png
19.538,Data/SNR=9.057528632440203_m1=21_m2=20_195.png
10.882,Data/SNR=13.293822669190684_m1=30_m2=14_571.png
6.662,noise/Signal_114.png
7.643,noise/Signal_986.png
0.0,Data/SNR=11.92808176191275_m1=10_m2=12_700.png
8.331,Data/SNR=12.634977700849424_m1=16_m2=19_1161.png
16.751,Data/SNR=18.83175694837817_m1=16_m2=10_596.png
11.772,noise/Signal_1776.png
20.647,Data/SNR=17.258987606344057_m1=23_m2=26_49.png
13.516,Data/SNR=9.452083407478874_m1=30_m2=14_234.png
9.796,Data/SNR=18.810332300711934_m1=10_m2=12_450.png
10.789,Data/SNR=25.87261263901937_m1=12_m2=24_60.png
18.262,noise/Signal_1112.png
19.5,Data/SNR=14.440571772275986_m1=13_m2=11_1013.png
15.892,Data/SNR=11.07742103006278_m1=12_m2=28_1224.png
14.734,Data/SNR=11.03752703570425_m1=14_m2=20_1329.png
7.003,Data/SNR=16.179507338713986_m1=17_m2=16_1377.png
10.318,Data/SNR=18.826420499018536_m1=13_m2=10_623.png
10.603,Data/SNR=9.09574804454655_m1=15_m2=17_1223.png
14.106,Data/SNR=11.670543366599974_m1=30_m2=24_1078.png
0.0,Data/SNR=16.31227926324796_m1=25_m2=11_642.png
19.746,Data/SNR=18.690106913157685_m1=12_m2=11_550.png
9.79,noise/Signal_1845.png
17.968,Data/SNR=8.853371409904355_m1=14_m2=29_191.png
17.781,Data/SNR=18.47045003293003_m1=12_m2=12_500.png
0.0,Data/SNR=12.89925113951785_m1=25_m2=13_1287.png
10.35,Data/SNR=8.343562396918548_m1=14_m2=10_83.png
26.755,noise/Signal_309.png
12.846,Data/SNR=14.850662980754555_m1=11_m2=23_560.png
19.823,Data/SNR=11.172739167129423_m1=19_m2=27_1064.png
15.583,Data/SNR=5.559500488337129_m1=13_m2=19_624.png
19.223,noise/Signal_1140.png
0.0,Data/SNR=19.76863807898522_m1=12_m2=13_511.png
7.818,Data/SNR=16.807954226110798_m1=18_m2=27_1471.png
18.361,noise/Signal_697.png
13.666,Data/SNR=16.835266654933157_m1=25_m2=27_776.png
10.929,Data/SNR=14.049178384184948_m1=15_m2=29_388.png
10.672,Data/SNR=9.774205019016478_m1=15_m2=20_1432.png
18.544,Data/SNR=16.936113551182107_m1=23_m2=28_399.png
13.26,Data/SNR=11.283108306349932_m1=30_m2=24_423.png
22.269,noise/Signal_235.png
0.0,Data/SNR=12.948207055629368_m1=30_m2=29_295.png
19.964,Data/SNR=10.292448675611778_m1=25_m2=12_223.png
13.986,noise/Signal_1350.png
0.0,Data/SNR=16.307122564650587_m1=28_m2=16_162.png
19.027,Data/SNR=7.607350064963828_m1=17_m2=12_223.png
14.688,Data/SNR=10.527689922671671_m1=20_m2=19_603.png
6.392,noise/Signal_1646.png
0.0,Data/SNR=6.898669653776722_m1=10_m2=16_1007.png
0.0,Data/SNR=19.59586339787415_m1=11_m2=11_168.png
11.037,Data/SNR=10.113099725866878_m1=30_m2=16_1441.png
13.754,Data/SNR=10.816116749672766_m1=26_m2=19_838.png
10.255,Data/SNR=19.5639576745058_m1=10_m2=16_41.png
13.13,Data/SNR=19.133010384646646_m1=10_m2=14_606.png
19.114,Data/SNR=12.994285029853765_m1=27_m2=20_800.png
18.735,Data/SNR=12.160843684886748_m1=26_m2=10_138.png
0.0,noise/Signal_1503.png
17.019,Data/SNR=16.589494788520884_m1=30_m2=21_1458.png
10.528,Data/SNR=12.389636939652485_m1=11_m2=22_104.png
12.784,Data/SNR=8.911615808753686_m1=15_m2=30_1302.png
17.655,Data/SNR=10.595308480448862_m1=10_m2=20_828.png
11.58,Data/SNR=14.842396338297295_m1=21_m2=28_1194.png
18.951,Data/SNR=7.591939313009343_m1=12_m2=21_53.png
7.596,noise/Signal_795.png
10.364,Data/SNR=12.856549772034514_m1=10_m2=17_278.png
12.091,Data/SNR=11.065178040459978_m1=23_m2=25_1357.png
5.077,noise/Signal_947.png
16.835,Data/SNR=11.504746951654669_m1=13_m2=26_1261.png
18.433,noise/Signal_1576.png
16.001,Data/SNR=21.814341734849993_m1=15_m2=14_735.png
6.988,noise/Signal_1910.png
31.037,Data/SNR=17.783369963064477_m1=19_m2=16_200.png
17.651,Data/SNR=14.4872284027524_m1=24_m2=10_1463.png
8.59,Data/SNR=17.039625672628468_m1=13_m2=21_933.png
11.651,Data/SNR=19.802506075317957_m1=20_m2=10_509.png
0.0,Data/SNR=9.254346690311579_m1=13_m2=26_689.png
0.0,Data/SNR=11.413112373176038_m1=16_m2=13_91.png
6.427,Data/SNR=18.21661600567898_m1=26_m2=28_1258.png
6.605,Data/SNR=11.520293067059255_m1=25_m2=18_442.png
16.11,Data/SNR=11.654546542338725_m1=21_m2=20_711.png
15.399,noise/Signal_388.png
10.994,noise/Signal_1313.png
31.891,Data/SNR=10.338794343973582_m1=28_m2=10_118.png
8.898,Data/SNR=11.593389259014275_m1=18_m2=30_1094.png
19.017,Data/SNR=17.151170539708342_m1=13_m2=19_1351.png
11.15,Data/SNR=5.929752658864119_m1=17_m2=10_1022.png
16.038,Data/SNR=8.363866772884206_m1=14_m2=27_1323.png
9.682,Data/SNR=23.851322114116325_m1=23_m2=28_16.png
